,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,BHARTIARTL.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2020-07-02,,"{'1. open': '565.7000', '2. high': '566.7000', '3. low': '557.5000', '4. close': '558.5000', '5. volume': '220560'}"
2020-07-01,,"{'1. open': '574.0000', '2. high': '574.0000', '3. low': '558.1500', '4. close': '559.8000', '5. volume': '364157'}"
2020-06-30,,"{'1. open': '573.0000', '2. high': '576.9500', '3. low': '557.8500', '4. close': '559.6500', '5. volume': '498384'}"
2020-06-29,,"{'1. open': '560.3000', '2. high': '568.8000', '3. low': '551.2000', '4. close': '567.2500', '5. volume': '281263'}"
2020-06-26,,"{'1. open': '560.0000', '2. high': '566.3000', '3. low': '557.7500', '4. close': '560.3000', '5. volume': '379780'}"
2020-06-25,,"{'1. open': '550.0500', '2. high': '563.5000', '3. low': '550.0000', '4. close': '559.3000', '5. volume': '533176'}"
2020-06-24,,"{'1. open': '584.9000', '2. high': '584.9000', '3. low': '555.0000', '4. close': '557.4500', '5. volume': '361849'}"
2020-06-23,,"{'1. open': '582.2000', '2. high': '584.5500', '3. low': '574.7500', '4. close': '578.4500', '5. volume': '273368'}"
2020-06-22,,"{'1. open': '576.0000', '2. high': '587.9000', '3. low': '570.4000', '4. close': '580.5500', '5. volume': '600497'}"
2020-06-19,,"{'1. open': '563.0000', '2. high': '577.9500', '3. low': '561.3500', '4. close': '571.4500', '5. volume': '338795'}"
2020-06-18,,"{'1. open': '561.6000', '2. high': '572.8500', '3. low': '558.1500', '4. close': '560.8000', '5. volume': '776864'}"
2020-06-17,,"{'1. open': '547.8000', '2. high': '565.4000', '3. low': '541.7500', '4. close': '563.5000', '5. volume': '479091'}"
2020-06-16,,"{'1. open': '556.0000', '2. high': '559.3000', '3. low': '537.0000', '4. close': '544.8000', '5. volume': '607345'}"
2020-06-15,,"{'1. open': '557.9500', '2. high': '563.7000', '3. low': '549.1500', '4. close': '550.8500', '5. volume': '449218'}"
2020-06-12,,"{'1. open': '544.0000', '2. high': '562.0000', '3. low': '540.0000', '4. close': '559.9000', '5. volume': '649005'}"
2020-06-11,,"{'1. open': '571.9500', '2. high': '573.7000', '3. low': '546.7500', '4. close': '551.6000', '5. volume': '916948'}"
2020-06-10,,"{'1. open': '570.0500', '2. high': '576.0000', '3. low': '563.3000', '4. close': '567.2500', '5. volume': '483117'}"
2020-06-09,,"{'1. open': '580.0000', '2. high': '591.7500', '3. low': '566.0000', '4. close': '567.6000', '5. volume': '470771'}"
2020-06-08,,"{'1. open': '589.9500', '2. high': '593.7000', '3. low': '579.5500', '4. close': '584.7500', '5. volume': '854537'}"
2020-06-05,,"{'1. open': '590.0000', '2. high': '590.0000', '3. low': '567.7000', '4. close': '584.9000', '5. volume': '1541895'}"
2020-06-04,,"{'1. open': '553.5500', '2. high': '585.0000', '3. low': '549.8000', '4. close': '573.1500', '5. volume': '833432'}"
2020-06-03,,"{'1. open': '566.5000', '2. high': '567.6000', '3. low': '549.7000', '4. close': '551.7000', '5. volume': '516738'}"
2020-06-02,,"{'1. open': '563.1000', '2. high': '572.1000', '3. low': '556.2500', '4. close': '558.0000', '5. volume': '879877'}"
2020-06-01,,"{'1. open': '560.0000', '2. high': '561.6000', '3. low': '550.2000', '4. close': '559.0500', '5. volume': '815472'}"
2020-05-29,,"{'1. open': '557.0000', '2. high': '564.0000', '3. low': '544.0000', '4. close': '552.4000', '5. volume': '4969325'}"
2020-05-28,,"{'1. open': '565.5000', '2. high': '567.9000', '3. low': '556.2000', '4. close': '562.7000', '5. volume': '443967'}"
2020-05-27,,"{'1. open': '561.0500', '2. high': '565.4000', '3. low': '554.0000', '4. close': '563.0000', '5. volume': '697611'}"
2020-05-26,,"{'1. open': '573.5000', '2. high': '576.0000', '3. low': '557.6500', '4. close': '559.1500', '5. volume': '175888001'}"
2020-05-22,,"{'1. open': '595.5000', '2. high': '597.2000', '3. low': '587.1000', '4. close': '593.0000', '5. volume': '419120'}"
2020-05-21,,"{'1. open': '590.1000', '2. high': '604.6500', '3. low': '585.3000', '4. close': '594.2500', '5. volume': '555275'}"
2020-05-20,,"{'1. open': '604.0000', '2. high': '611.7000', '3. low': '588.6500', '4. close': '594.0500', '5. volume': '1190308'}"
2020-05-19,,"{'1. open': '559.0000', '2. high': '603.0000', '3. low': '556.7000', '4. close': '599.1500', '5. volume': '2149907'}"
2020-05-18,,"{'1. open': '558.0000', '2. high': '559.1500', '3. low': '535.0500', '4. close': '538.1500', '5. volume': '509886'}"
2020-05-15,,"{'1. open': '547.7000', '2. high': '557.0000', '3. low': '540.0000', '4. close': '554.1000', '5. volume': '280902'}"
2020-05-14,,"{'1. open': '551.5000', '2. high': '562.5500', '3. low': '535.0500', '4. close': '539.6500', '5. volume': '315583'}"
2020-05-13,,"{'1. open': '569.8500', '2. high': '569.8500', '3. low': '549.4000', '4. close': '555.7500', '5. volume': '466869'}"
2020-05-12,,"{'1. open': '535.0000', '2. high': '563.7000', '3. low': '531.0000', '4. close': '559.6500', '5. volume': '610196'}"
2020-05-11,,"{'1. open': '535.0000', '2. high': '548.4000', '3. low': '533.0000', '4. close': '536.1000', '5. volume': '286213'}"
2020-05-08,,"{'1. open': '539.8500', '2. high': '545.8500', '3. low': '528.5000', '4. close': '530.0000', '5. volume': '318385'}"
2020-05-07,,"{'1. open': '546.8000', '2. high': '546.8000', '3. low': '524.6000', '4. close': '527.8000', '5. volume': '333186'}"
2020-05-06,,"{'1. open': '533.0000', '2. high': '551.3500', '3. low': '530.8000', '4. close': '546.0500', '5. volume': '740330'}"
2020-05-05,,"{'1. open': '539.9500', '2. high': '553.5000', '3. low': '526.0500', '4. close': '527.8500', '5. volume': '872750'}"
2020-05-04,,"{'1. open': '510.0000', '2. high': '540.0500', '3. low': '499.0000', '4. close': '532.3000', '5. volume': '993994'}"
2020-04-30,,"{'1. open': '503.7000', '2. high': '515.8000', '3. low': '495.6500', '4. close': '514.3500', '5. volume': '442838'}"
2020-04-29,,"{'1. open': '493.8000', '2. high': '498.4000', '3. low': '487.5500', '4. close': '496.2500', '5. volume': '198076'}"
2020-04-28,,"{'1. open': '497.0000', '2. high': '497.0000', '3. low': '484.0500', '4. close': '485.7000', '5. volume': '1373752'}"
2020-04-27,,"{'1. open': '499.5000', '2. high': '502.0000', '3. low': '491.7000', '4. close': '494.5500', '5. volume': '344059'}"
2020-04-24,,"{'1. open': '494.0500', '2. high': '499.0000', '3. low': '484.7500', '4. close': '494.3500', '5. volume': '194916'}"
2020-04-23,,"{'1. open': '503.4000', '2. high': '507.1000', '3. low': '491.1500', '4. close': '495.6500', '5. volume': '512433'}"
2020-04-22,,"{'1. open': '512.5500', '2. high': '516.0000', '3. low': '492.3000', '4. close': '501.2500', '5. volume': '366356'}"
2020-04-21,,"{'1. open': '480.0000', '2. high': '503.9000', '3. low': '479.0000', '4. close': '500.8500', '5. volume': '384747'}"
2020-04-20,,"{'1. open': '506.6500', '2. high': '507.0000', '3. low': '487.2500', '4. close': '490.4000', '5. volume': '487726'}"
2020-04-17,,"{'1. open': '513.0000', '2. high': '513.0000', '3. low': '498.4000', '4. close': '502.2500', '5. volume': '312463'}"
2020-04-16,,"{'1. open': '505.0000', '2. high': '512.9000', '3. low': '496.9500', '4. close': '500.4500', '5. volume': '346474'}"
2020-04-15,,"{'1. open': '530.0000', '2. high': '536.0000', '3. low': '505.1000', '4. close': '509.9500', '5. volume': '832010'}"
2020-04-13,,"{'1. open': '491.0000', '2. high': '520.8000', '3. low': '491.0000', '4. close': '511.7500', '5. volume': '958040'}"
2020-04-09,,"{'1. open': '468.0000', '2. high': '492.0000', '3. low': '468.0000', '4. close': '489.0500', '5. volume': '265271'}"
2020-04-08,,"{'1. open': '470.5000', '2. high': '490.9500', '3. low': '453.3000', '4. close': '461.6000', '5. volume': '349539'}"
2020-04-07,,"{'1. open': '432.0000', '2. high': '473.4000', '3. low': '432.0000', '4. close': '470.0500', '5. volume': '625100'}"
2020-04-03,,"{'1. open': '423.0000', '2. high': '429.6500', '3. low': '415.7000', '4. close': '423.9500', '5. volume': '370270'}"
2020-04-01,,"{'1. open': '443.0000', '2. high': '443.0000', '3. low': '412.6000', '4. close': '421.1000', '5. volume': '477034'}"
2020-03-31,,"{'1. open': '438.0000', '2. high': '447.0000', '3. low': '424.1000', '4. close': '440.6000', '5. volume': '3652566'}"
2020-03-30,,"{'1. open': '448.0000', '2. high': '449.2500', '3. low': '427.4500', '4. close': '429.2500', '5. volume': '734396'}"
2020-03-27,,"{'1. open': '475.0000', '2. high': '475.0000', '3. low': '437.4500', '4. close': '448.9000', '5. volume': '1199507'}"
2020-03-26,,"{'1. open': '434.0000', '2. high': '494.0500', '3. low': '420.6000', '4. close': '478.0000', '5. volume': '426495'}"
2020-03-25,,"{'1. open': '400.0000', '2. high': '437.8000', '3. low': '400.0000', '4. close': '429.7500', '5. volume': '213114'}"
2020-03-24,,"{'1. open': '414.0000', '2. high': '435.5500', '3. low': '400.7000', '4. close': '404.0500', '5. volume': '345227'}"
2020-03-23,,"{'1. open': '420.0000', '2. high': '470.0000', '3. low': '399.6500', '4. close': '405.8000', '5. volume': '368778'}"
2020-03-20,,"{'1. open': '449.9000', '2. high': '472.1500', '3. low': '437.0000', '4. close': '461.9000', '5. volume': '557956'}"
2020-03-19,,"{'1. open': '410.2000', '2. high': '451.3500', '3. low': '381.0500', '4. close': '444.9000', '5. volume': '1211520'}"
2020-03-18,,"{'1. open': '460.0000', '2. high': '478.4000', '3. low': '409.3000', '4. close': '426.2000', '5. volume': '1547056'}"
2020-03-17,,"{'1. open': '464.6500', '2. high': '480.7000', '3. low': '444.4000', '4. close': '454.1000', '5. volume': '606436'}"
2020-03-16,,"{'1. open': '480.7000', '2. high': '492.6000', '3. low': '456.6000', '4. close': '464.6500', '5. volume': '541843'}"
2020-03-13,,"{'1. open': '432.0000', '2. high': '511.4000', '3. low': '419.0000', '4. close': '494.2000', '5. volume': '585872'}"
2020-03-12,,"{'1. open': '483.0000', '2. high': '483.0000', '3. low': '459.4500', '4. close': '464.9500', '5. volume': '461121'}"
2020-03-11,,"{'1. open': '494.4500', '2. high': '508.5000', '3. low': '488.1500', '4. close': '493.7000', '5. volume': '487261'}"
2020-03-09,,"{'1. open': '514.9000', '2. high': '514.9000', '3. low': '491.2000', '4. close': '496.2500', '5. volume': '326383'}"
2020-03-06,,"{'1. open': '525.0000', '2. high': '525.0000', '3. low': '511.8000', '4. close': '519.1500', '5. volume': '220817'}"
2020-03-05,,"{'1. open': '521.0000', '2. high': '531.0000', '3. low': '516.7500', '4. close': '527.2000', '5. volume': '873161'}"
2020-03-04,,"{'1. open': '523.8500', '2. high': '532.7000', '3. low': '507.7500', '4. close': '516.7000', '5. volume': '324688'}"
2020-03-03,,"{'1. open': '524.9000', '2. high': '533.0000', '3. low': '514.5000', '4. close': '521.2000', '5. volume': '267477'}"
2020-03-02,,"{'1. open': '534.1500', '2. high': '535.9500', '3. low': '512.2000', '4. close': '518.5500', '5. volume': '320519'}"
2020-02-28,,"{'1. open': '528.0000', '2. high': '528.0000', '3. low': '513.5000', '4. close': '524.0500', '5. volume': '276775'}"
2020-02-27,,"{'1. open': '535.0000', '2. high': '536.0000', '3. low': '526.8500', '4. close': '531.8000', '5. volume': '1117773'}"
2020-02-26,,"{'1. open': '535.0000', '2. high': '539.5000', '3. low': '520.4500', '4. close': '536.4500', '5. volume': '543243'}"
2020-02-25,,"{'1. open': '531.0000', '2. high': '537.5500', '3. low': '530.8500', '4. close': '535.3500', '5. volume': '145479'}"
2020-02-24,,"{'1. open': '543.9000', '2. high': '543.9000', '3. low': '527.0500', '4. close': '529.8000', '5. volume': '194464'}"
2020-02-20,,"{'1. open': '542.0000', '2. high': '552.0000', '3. low': '538.5000', '4. close': '545.5000', '5. volume': '293374'}"
2020-02-19,,"{'1. open': '549.9000', '2. high': '553.3500', '3. low': '539.2000', '4. close': '543.3500', '5. volume': '296874'}"
2020-02-18,,"{'1. open': '564.0000', '2. high': '568.6000', '3. low': '537.6500', '4. close': '547.7500', '5. volume': '1194752'}"
2020-02-17,,"{'1. open': '564.2500', '2. high': '568.6000', '3. low': '556.7000', '4. close': '565.0000', '5. volume': '565146'}"
2020-02-14,,"{'1. open': '543.6000', '2. high': '567.4000', '3. low': '534.5000', '4. close': '565.1000', '5. volume': '1297923'}"
2020-02-13,,"{'1. open': '545.0000', '2. high': '545.0000', '3. low': '532.0000', '4. close': '539.8000', '5. volume': '95917'}"
2020-02-12,,"{'1. open': '535.0500', '2. high': '542.1000', '3. low': '535.0000', '4. close': '539.5500', '5. volume': '68556'}"
2020-02-11,,"{'1. open': '538.6000', '2. high': '544.8500', '3. low': '532.8500', '4. close': '534.4500', '5. volume': '175818'}"
2020-02-10,,"{'1. open': '540.0000', '2. high': '543.7500', '3. low': '536.4500', '4. close': '538.5000', '5. volume': '161954'}"
2020-02-07,,"{'1. open': '548.2000', '2. high': '548.6000', '3. low': '538.2500', '4. close': '539.6000', '5. volume': '170395'}"
2020-02-06,,"{'1. open': '533.6000', '2. high': '552.8500', '3. low': '533.6000', '4. close': '546.7500', '5. volume': '483053'}"
2020-02-05,,"{'1. open': '519.1000', '2. high': '537.7500', '3. low': '515.6500', '4. close': '533.5000', '5. volume': '1103590'}"
2020-02-04,,"{'1. open': '515.4500', '2. high': '522.8000', '3. low': '503.9000', '4. close': '519.1000', '5. volume': '322754'}"
2020-02-03,,"{'1. open': '495.5500', '2. high': '513.2000', '3. low': '495.5000', '4. close': '510.3000', '5. volume': '324806'}"
2020-01-31,,"{'1. open': '487.0500', '2. high': '499.1500', '3. low': '486.8000', '4. close': '496.7000', '5. volume': '306568'}"
2020-01-30,,"{'1. open': '495.0000', '2. high': '495.0000', '3. low': '480.1000', '4. close': '489.5500', '5. volume': '244834'}"
2020-01-29,,"{'1. open': '493.0000', '2. high': '501.4500', '3. low': '488.5000', '4. close': '490.0500', '5. volume': '427946'}"
2020-01-28,,"{'1. open': '515.3000', '2. high': '515.3000', '3. low': '485.9500', '4. close': '490.9000', '5. volume': '1997641'}"
2020-01-27,,"{'1. open': '522.4000', '2. high': '524.0000', '3. low': '511.5500', '4. close': '514.3000', '5. volume': '304360'}"
2020-01-24,,"{'1. open': '520.1000', '2. high': '527.2000', '3. low': '514.2000', '4. close': '524.0500', '5. volume': '403751'}"
2020-01-23,,"{'1. open': '516.0000', '2. high': '526.0000', '3. low': '512.6000', '4. close': '523.6000', '5. volume': '599925'}"
2020-01-22,,"{'1. open': '515.0000', '2. high': '524.0000', '3. low': '507.1500', '4. close': '514.3500', '5. volume': '451766'}"
2020-01-21,,"{'1. open': '509.1000', '2. high': '515.0000', '3. low': '504.4000', '4. close': '511.3500', '5. volume': '1532992'}"
2020-01-20,,"{'1. open': '501.9000', '2. high': '512.7000', '3. low': '494.0500', '4. close': '509.2500', '5. volume': '974808'}"
2020-01-17,,"{'1. open': '470.1000', '2. high': '503.6000', '3. low': '470.1000', '4. close': '500.0000', '5. volume': '1321787'}"
2020-01-16,,"{'1. open': '468.5500', '2. high': '476.7500', '3. low': '468.5500', '4. close': '474.0500', '5. volume': '409084'}"
2020-01-15,,"{'1. open': '468.0000', '2. high': '471.8500', '3. low': '465.0000', '4. close': '467.7500', '5. volume': '144836'}"
2020-01-14,,"{'1. open': '467.0000', '2. high': '472.6000', '3. low': '467.0000', '4. close': '469.4500', '5. volume': '2817495'}"
2020-01-13,,"{'1. open': '456.3000', '2. high': '470.2500', '3. low': '454.4000', '4. close': '468.8500', '5. volume': '281915'}"
2020-01-10,,"{'1. open': '465.8500', '2. high': '465.9000', '3. low': '454.2000', '4. close': '457.2000', '5. volume': '648601'}"
2020-01-09,,"{'1. open': '471.0000', '2. high': '474.0500', '3. low': '455.3000', '4. close': '459.8500', '5. volume': '634399'}"
2020-01-08,,"{'1. open': '435.4000', '2. high': '460.4000', '3. low': '435.4000', '4. close': '458.9500', '5. volume': '395257'}"
2020-01-07,,"{'1. open': '454.0000', '2. high': '455.2000', '3. low': '443.1000', '4. close': '445.3500', '5. volume': '104506'}"
2020-01-06,,"{'1. open': '457.0000', '2. high': '457.4000', '3. low': '444.8500', '4. close': '449.5000', '5. volume': '204200'}"
2020-01-03,,"{'1. open': '455.0000', '2. high': '459.1500', '3. low': '451.7000', '4. close': '455.0000', '5. volume': '150290'}"
2020-01-02,,"{'1. open': '454.0000', '2. high': '459.3500', '3. low': '453.6500', '4. close': '455.0000', '5. volume': '127931'}"
2020-01-01,,"{'1. open': '458.0000', '2. high': '460.2500', '3. low': '449.8000', '4. close': '453.3000', '5. volume': '181698'}"
2019-12-31,,"{'1. open': '460.6500', '2. high': '462.4500', '3. low': '454.5000', '4. close': '455.8000', '5. volume': '178090'}"
2019-12-30,,"{'1. open': '457.3000', '2. high': '464.7500', '3. low': '455.3000', '4. close': '460.5000', '5. volume': '299221'}"
2019-12-27,,"{'1. open': '448.9000', '2. high': '457.0000', '3. low': '448.7500', '4. close': '455.3000', '5. volume': '177898'}"
2019-12-26,,"{'1. open': '455.3000', '2. high': '456.7500', '3. low': '445.4500', '4. close': '447.1500', '5. volume': '280724'}"
2019-12-24,,"{'1. open': '455.0000', '2. high': '460.3500', '3. low': '452.6500', '4. close': '457.3500', '5. volume': '340945'}"
2019-12-23,,"{'1. open': '446.0500', '2. high': '459.0000', '3. low': '446.0500', '4. close': '454.6500', '5. volume': '331915'}"
2019-12-20,,"{'1. open': '449.9000', '2. high': '460.0500', '3. low': '445.7500', '4. close': '453.5000', '5. volume': '547514'}"
2019-12-19,,"{'1. open': '436.9000', '2. high': '456.4000', '3. low': '430.5500', '4. close': '448.5000', '5. volume': '471732'}"
2019-12-18,,"{'1. open': '448.0000', '2. high': '448.0000', '3. low': '434.1500', '4. close': '438.2000', '5. volume': '2022918'}"
2019-12-17,,"{'1. open': '424.0500', '2. high': '441.3000', '3. low': '417.9000', '4. close': '439.9500', '5. volume': '525663'}"
2019-12-16,,"{'1. open': '432.0000', '2. high': '432.0000', '3. low': '420.3500', '4. close': '421.8000', '5. volume': '267238'}"
2019-12-13,,"{'1. open': '440.0000', '2. high': '440.1000', '3. low': '426.0000', '4. close': '427.5000', '5. volume': '369565'}"
2019-12-12,,"{'1. open': '445.0000', '2. high': '445.0000', '3. low': '436.3000', '4. close': '438.3000', '5. volume': '242314'}"
2019-12-11,,"{'1. open': '446.0000', '2. high': '448.6500', '3. low': '440.4000', '4. close': '442.5000', '5. volume': '205609'}"
2019-12-10,,"{'1. open': '446.7500', '2. high': '451.1000', '3. low': '443.6000', '4. close': '447.0500', '5. volume': '258730'}"
2019-12-09,,"{'1. open': '448.7500', '2. high': '451.5500', '3. low': '441.8500', '4. close': '445.7500', '5. volume': '298313'}"
